student firstname,student surname,student id,student email,year,address,contact number,module id,module name,leader,lecturer1,lecturer2,exam mark,coursework1,coursework2,coursework3
Laura,Chavez,28564297,LC1Y25@UoNEHT.ac.uk,4,"94249 Cooper Ports Suite 370
Vincentchester, SC 54355",+1-325-891-5816x362,COMP4406,Mastering Algorithms,JD1Z1@UoNEHT.ac.uk,,,68.0,4.0,4.0,
Stephen,Jordan,83048638,SJ4Y25@UoNEHT.ac.uk,2,"85555 Jennifer Way
East Charleshaven, DE 55492",276-903-0573x1803,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,73.0,16.0,,
Jeffery,Stone,16758780,JS11Y25@UoNEHT.ac.uk,4,,,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,54.0,0.0,7.0,
Michelle,Castillo,91237680,MC13Y25@UoNEHT.ac.uk,2,"3276 Kimberly Trail
Blakeburgh, MN 83949",420.231.7694x696,ENG2401,Prototypical Poetics,CC1Z1@UoNEHT.ac.uk,JS2Z1@UoNEHT.ac.uk,,51.0,4.0,1.0,
Cynthia,Jackson,21083713,CJ3Y25@UoNEHT.ac.uk,4,"770 Douglas Corner Apt. 308
North Kent, AZ 88741",(254)441-3931x816,ENG4402,Master's English Grammar,DS1Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,,47.0,0.0,4.0,
Maria,Myers,105863628,MM21Y25@UoNEHT.ac.uk,2,"376 Patrick Plains
South Kimberlybury, NY 59755",(507)467-1313,ELEC2401,Prototypical Ethics and Standards,AD2Z1@UoNEHT.ac.uk,,,46.0,17.0,,
Steven,Parks,26457783,SP2Y25@UoNEHT.ac.uk,4,,+1-867-690-7605x5041,GER4407,Master's Poetics,JW1Z1@UoNEHT.ac.uk,,,7.0,24.0,22.0,25.0
Lisa,Butler,108575869,LB8Y25@UoNEHT.ac.uk,2,"PSC 0512, Box 8735
APO AE 42238",,ELEC2404,Intermediate Programming,EH2Z1@UoNEHT.ac.uk,,,,2.0,1.0,19.0
Brandi,Buchanan,102431417,BB6Y25@UoNEHT.ac.uk,2,"5337 Heather Springs Suite 219
West Michaelton, CO 92053",837-762-3785x893,COMP2402,Advanced Ethics and Standards,KB2Z1@UoNEHT.ac.uk,JR3Z1@UoNEHT.ac.uk,CM3Z1@UoNEHT.ac.uk,,38.0,34.0,
Mary,Pacheco,127378297,MP15Y25@UoNEHT.ac.uk,1,"309 Arnold Rue
Port Eugenebury, ND 28354",001-495-493-4015x3052,ENG1401,Beginner's Formal Speech,DS6Z1@UoNEHT.ac.uk,,,58.0,5.0,,
Jennifer,Moore,129725437,JM47Y25@UoNEHT.ac.uk,1,"274 Ruiz Via
North Ryan, WV 97002",,GER1401,Early German Grammar,DB2Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,55.0,5.0,1.0,5.0
Walter,Wade,996304,WW1Y25@UoNEHT.ac.uk,4,"325 Christopher Gardens
West Michaelmouth, VA 45008",,FINE4404,Theoretical Landscapes,PG1Z1@UoNEHT.ac.uk,,,8.0,3.0,,
Amy,Chapman,134317244,AC20Y25@UoNEHT.ac.uk,1,"5853 Ruiz Isle Suite 258
North Sara, GU 81728",+1-538-389-8699x70107,COMP1402,Early Design,GB1Z1@UoNEHT.ac.uk,,,25.0,9.0,9.0,
Nicole,Lee,126436770,NL2Y25@UoNEHT.ac.uk,1,"14784 Collin Islands
South Jerryfort, AR 32334",,ENG1404,Basic Rhetoric,CC2Z1@UoNEHT.ac.uk,EG1Z1@UoNEHT.ac.uk,,56.0,2.0,4.0,
Cindy,Scott,55224510,CS6Y25@UoNEHT.ac.uk,3,"060 Smith Rue Apt. 024
South Jessicaland, CT 91436",8616576554,ENG3406,Field Rhetoric,MD1Z1@UoNEHT.ac.uk,,,1.0,5.0,,
Becky,Moore,139458847,BM14Y25@UoNEHT.ac.uk,1,"982 Christine Spur Apt. 539
Markburgh, GA 71896",2492331171,ELEC1403,Foundational Modelling,RV1Z1@UoNEHT.ac.uk,,,53.0,8.0,10.0,
Wendy,Gonzales,61516634,WG2Y25@UoNEHT.ac.uk,3,"9110 Stephen Pines Apt. 027
East Susan, MN 88378",716.386.6067x7027,GER3407,Field Wider Media,BE2Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,,,22.0,14.0,11.0
Michael,Rojas,67826786,MR9Y25@UoNEHT.ac.uk,3,"598 Mendez Locks Apt. 240
North Daniel, ND 65234",260.840.4447x4577,COMP3404,Practical Modelling,CJ1Z1@UoNEHT.ac.uk,JL2Z1@UoNEHT.ac.uk,,15.0,18.0,3.0,13.0
Christopher,Fisher,135769729,CF9Y25@UoNEHT.ac.uk,1,"7131 Diaz Summit Apt. 143
South Sarah, NM 00516",(819)369-7076x2300,COMP1406,Foundational Statistics,TW1Z1@UoNEHT.ac.uk,MH3Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,33.0,5.0,,
Mark,Lopez,125886252,ML5Y25@UoNEHT.ac.uk,1,,+1-289-951-2118x5873,ENG1406,Introduction to Wider Media,RC1Z1@UoNEHT.ac.uk,,,13.0,2.0,,
Patricia,Price,76567082,PP6Y25@UoNEHT.ac.uk,2,"2860 Trevor Square Suite 549
Tinaview, WA 05794",,FINE2402,Prototypical Portraits,BK1Z1@UoNEHT.ac.uk,LM1Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,,19.0,28.0,32.0
Cody,Bryant,19045837,CB2Y25@UoNEHT.ac.uk,4,"004 David Hills Suite 923
South Stephanie, ND 06845",(768)900-2130x785,ENG4402,Master's English Grammar,DS1Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,,23.0,7.0,2.0,
Jason,Johnson,50265871,JJ6Y25@UoNEHT.ac.uk,3,"529 Zoe Mall
Monicaborough, IL 71496",486-343-2958x8555,FREN3407,Mastering Poetics,AE1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,,16.0,15.0,13.0,23.0
William,Gray,98621695,WG3Y25@UoNEHT.ac.uk,2,"538 Davis Falls
Ericmouth, NY 27928",(998)903-7762,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,31.0,18.0,,
Faith,Taylor,48868730,FT1Y25@UoNEHT.ac.uk,3,"7898 Thompson Knoll
Natalieburgh, OH 63987",001-585-661-4876x138,FREN3406,Mastering French Literature,MS4Z1@UoNEHT.ac.uk,,,41.0,34.0,,
Kimberly,Welch,135179808,KW12Y25@UoNEHT.ac.uk,1,"2180 Tiffany Way Apt. 175
East Vickiburgh, ND 33909",449-906-9555,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,34.0,4.0,10.0,
Kimberly,Harris,46395899,KH8Y25@UoNEHT.ac.uk,3,"96140 Obrien Turnpike Apt. 921
Mckinneyview, PR 16998",2585222767,ANIM3403,Practical Animation,JD2Z1@UoNEHT.ac.uk,NL1Z1@UoNEHT.ac.uk,MA1Z1@UoNEHT.ac.uk,5.0,0.0,22.0,16.0
Pamela,Anderson,122819198,PA6Y25@UoNEHT.ac.uk,1,"7748 Lopez Key
New Matthew, MS 07777",001-885-719-7345,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,12.0,5.0,10.0,3.0
Amy,Chapman,134317244,AC20Y25@UoNEHT.ac.uk,1,"5853 Ruiz Isle Suite 258
North Sara, GU 81728",+1-538-389-8699x70107,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,16.0,8.0,8.0,
Justin,Cook,102270260,JC22Y25@UoNEHT.ac.uk,2,"064 Amanda Road Suite 798
Frankport, IA 24358",+1-605-831-1807,COMP2404,Intermediate Algorithms,CJ2Z1@UoNEHT.ac.uk,JS4Z1@UoNEHT.ac.uk,,77.0,1.0,2.0,
Jerry,Montgomery,20357623,JM8Y25@UoNEHT.ac.uk,4,"991 Ryan Roads
North Kyle, AS 88932",7637547792,ENG4403,Master's Creative Writing,KB1Z1@UoNEHT.ac.uk,,,8.0,7.0,8.0,6.0
Caroline,Hatfield,98706398,CH10Y25@UoNEHT.ac.uk,2,"1218 Paul Tunnel Apt. 848
Fernandezberg, WY 47045",001-226-579-4812x85413,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,44.0,9.0,
Audrey,Ward,112571927,AW21Y25@UoNEHT.ac.uk,1,"705 Arnold Drives Apt. 892
East Erikland, PA 03286",666.988.2518,FINE1405,Early Portraits,HR1Z1@UoNEHT.ac.uk,RJ1Z1@UoNEHT.ac.uk,,27.0,1.0,5.0,5.0
Cynthia,Wu,17580094,CW6Y25@UoNEHT.ac.uk,4,"012 Amy View Suite 652
Hollyland, MH 33589",+1-799-677-8012x6381,FREN4402,Expert French Literature,YC1Z1@UoNEHT.ac.uk,,,26.0,,,
Steven,Rivera,54096375,SR3Y25@UoNEHT.ac.uk,3,"048 Sarah Viaduct
Lawrenceside, SD 30172",(676)614-6341,FREN3406,Mastering French Literature,MS4Z1@UoNEHT.ac.uk,,,2.0,6.0,,
Charles,Walker,2655180,CW2Y25@UoNEHT.ac.uk,4,"016 Thomas Freeway
East Barbara, VT 16507",,FINE4405,Mastering Charcoal,LM2Z1@UoNEHT.ac.uk,JO1Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,2.0,,,
Wesley,Barron,81782564,WB1Y25@UoNEHT.ac.uk,2,,305.201.9245x353,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,0.0,11.0,,
Christopher,Harris,133022419,CH11Y25@UoNEHT.ac.uk,1,"80206 Williams Estates Apt. 400
Shannonstad, MD 52612",+1-996-508-1668x114,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,71.0,6.0,,
Ashley,Lewis,138767006,AL11Y25@UoNEHT.ac.uk,1,,729-539-2197,COMP1401,Basic Modelling,JH3Z1@UoNEHT.ac.uk,ET1Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,64.0,0.0,,
Bradley,Dickerson,23234003,BD2Y25@UoNEHT.ac.uk,4,"927 Ponce Plains
North Candiceberg, MT 49595",6425524267,GER4405,Master's German Literature,EH1Z1@UoNEHT.ac.uk,,,,28.0,49.0,
Jennifer,Farrell,95503128,JF12Y25@UoNEHT.ac.uk,2,"PSC 6217, Box 7347
APO AA 19709",+1-464-816-4984x023,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,47.0,,,
Rachel,Orr,117239044,RO1Y25@UoNEHT.ac.uk,1,"30837 Shields Rue
Sandraton, WA 49210",001-488-392-2367x307,ANIM1401,Basic Animation,DB1Z1@UoNEHT.ac.uk,,,1.0,1.0,3.0,4.0
Kimberly,Compton,77092681,KC8Y25@UoNEHT.ac.uk,2,"4205 Wheeler Cove Apt. 312
New April, MI 30515",323.487.3378,FINE2402,Prototypical Portraits,BK1Z1@UoNEHT.ac.uk,LM1Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,,10.0,17.0,33.0
Catherine,Johnson,52762910,CJ6Y25@UoNEHT.ac.uk,3,"634 Berry Mission Suite 680
Ryanland, OK 81620",336.457.0804,FREN3407,Mastering Poetics,AE1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,,16.0,6.0,23.0,25.0
Christian,Edwards,13225239,CE1Y25@UoNEHT.ac.uk,4,"31938 Christopher Divide Apt. 422
East Nicoleland, NH 48999",952-440-9426,FREN4402,Expert French Literature,YC1Z1@UoNEHT.ac.uk,,,46.0,,,
Tiffany,Irwin,55826280,TI1Y25@UoNEHT.ac.uk,3,"26822 Brian Islands
New Bradley, KS 59555",,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,39.0,1.0,6.0,
Julie,Williams,14468663,JW5Y25@UoNEHT.ac.uk,4,"89132 Robert Motorway
North Michael, MD 64551",(467)340-8429x762,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,74.0,7.0,9.0,
Jordan,Jordan,39642729,JJ5Y25@UoNEHT.ac.uk,3,"02595 Anderson Court Suite 528
New Cheryl, AK 21448",+1-967-767-7378x4920,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,9.0,11.0,7.0,4.0
Kristy,Edwards,52977988,KE1Y25@UoNEHT.ac.uk,3,,(961)413-1023x116,FREN3404,Advanced French Grammar,MS3Z1@UoNEHT.ac.uk,,,3.0,14.0,,
Tara,Wells,37098711,TW2Y25@UoNEHT.ac.uk,4,"303 Walker Road Suite 263
New Williamchester, OK 81476",001-575-651-0969x5388,ELEC4406,Theoretical Modelling,JS3Z1@UoNEHT.ac.uk,,,13.0,,,
Mark,Gonzalez,96836388,MG15Y25@UoNEHT.ac.uk,2,"5373 Mata Rue Apt. 333
Sheltonview, TN 50654",727-647-5113,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,65.0,,,
Robert,Jones,106143975,RJ7Y25@UoNEHT.ac.uk,2,"433 Aaron Club Apt. 978
Loriland, ND 69002",915-660-6185x8017,ELEC2401,Prototypical Ethics and Standards,AD2Z1@UoNEHT.ac.uk,,,31.0,10.0,,
Marcus,Ochoa,40837862,MO4Y25@UoNEHT.ac.uk,3,"94496 Zamora Lane Apt. 099
Davilachester, GU 83321",001-948-368-6294x416,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,5.0,11.0,,
Tracy,Harper,100122859,TH6Y25@UoNEHT.ac.uk,2,"69031 Hester Pines
Jenniferton, NJ 74743",001-961-434-6281x292,COMP2405,Advanced Statistics,BM1Z1@UoNEHT.ac.uk,KR1Z1@UoNEHT.ac.uk,EF1Z1@UoNEHT.ac.uk,8.0,,,
Maria,Wallace,81173374,MW17Y25@UoNEHT.ac.uk,2,"3783 Mckenzie Fork
Robinsonborough, AK 84341",+1-724-652-4672x278,ANIM2401,Structured Animation,MM2Z1@UoNEHT.ac.uk,,,49.0,,,
Diana,Wright,138864659,DW15Y25@UoNEHT.ac.uk,1,"9180 Miles Mall
Lake Robertville, PA 39730",(797)842-0049,ELEC1403,Foundational Modelling,RV1Z1@UoNEHT.ac.uk,,,34.0,8.0,7.0,
Pamela,Parsons,14570514,PP3Y25@UoNEHT.ac.uk,4,"PSC 2419, Box 0284
APO AP 45107",317-650-8457x79309,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,0.0,19.0,,
Marissa,Preston,73415539,MP11Y25@UoNEHT.ac.uk,3,,891-968-5528,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,57.0,15.0,,
Mackenzie,Cochran,91679532,MC14Y25@UoNEHT.ac.uk,2,"481 Campbell Field
Amandafort, AL 56664",001-926-242-2936,ENG2405,Prototypical Wider Media,KB1Z1@UoNEHT.ac.uk,,,31.0,7.0,6.0,
James,Combs,42110684,JC8Y25@UoNEHT.ac.uk,3,"76795 Mcclure Harbors Suite 632
East Ashley, WA 23872",+1-946-444-8861x088,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,3.0,21.0,17.0
Daniel,Grant,98460197,DG11Y25@UoNEHT.ac.uk,2,"0730 Winters Flats
Lake Toddton, GA 43229",398.671.7629,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,38.0,13.0,,
Jenny,George,42720246,JG4Y25@UoNEHT.ac.uk,3,"70527 Randall Locks Apt. 331
Victoriafurt, PR 77314",235.734.0665,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,23.0,11.0,,
Michelle,Hernandez,81552144,MH18Y25@UoNEHT.ac.uk,2,"USNS Holder
FPO AP 25327",244.384.5568x8793,ANIM2402,Advanced Rigging,TF1Z1@UoNEHT.ac.uk,WM1Z1@UoNEHT.ac.uk,,,25.0,16.0,
Louis,Miller,141583561,LM10Y25@UoNEHT.ac.uk,1,"385 Martinez Inlet Apt. 456
Brianberg, OH 71802",+1-892-285-0486,ELEC1403,Foundational Modelling,RV1Z1@UoNEHT.ac.uk,,,43.0,2.0,1.0,
Steven,Rivera,54096375,SR3Y25@UoNEHT.ac.uk,3,"048 Sarah Viaduct
Lawrenceside, SD 30172",(676)614-6341,FREN3404,Advanced French Grammar,MS3Z1@UoNEHT.ac.uk,,,32.0,8.0,,
John,Hall,122714248,JH41Y25@UoNEHT.ac.uk,1,"311 Victoria Branch
New Gina, OH 83710",,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,22.0,6.0,5.0,
Kaitlyn,Mccormick,118715240,KM18Y25@UoNEHT.ac.uk,1,"90514 Gutierrez Mill Apt. 429
Turnertown, IL 85360",523.251.6503x59136,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,67.0,3.0,,
Christopher,Ferguson,139280894,CF10Y25@UoNEHT.ac.uk,1,"623 William Garden
Bellbury, GU 09550",924-421-3684x45896,ELEC1401,Basic Design,AP1Z1@UoNEHT.ac.uk,,,65.0,0.0,4.0,
William,Gray,98621695,WG3Y25@UoNEHT.ac.uk,2,"538 Davis Falls
Ericmouth, NY 27928",(998)903-7762,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,71.0,,,
Paige,Mccullough,120763626,PM9Y25@UoNEHT.ac.uk,1,"9292 Day Throughway
New William, NY 22355",,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,17.0,2.0,,
Amy,Garcia,92847176,AG9Y25@UoNEHT.ac.uk,2,"88975 Ashley Parkway Apt. 811
Jenniferville, FM 13259",,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,33.0,0.0,5.0
Ralph,Young,94693320,RY2Y25@UoNEHT.ac.uk,2,"Unit 2995 Box 8158
DPO AP 58574",+1-400-268-4885x6306,GER2404,Intermediate German Literature,LC1Z1@UoNEHT.ac.uk,DM3Z1@UoNEHT.ac.uk,,49.0,37.0,,
Courtney,Shaffer,136555815,CS14Y25@UoNEHT.ac.uk,1,"5737 Sarah Hollow Suite 419
Jamesshire, CO 10871",,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,17.0,0.0,4.0,
Lisa,Green,27948529,LG1Y25@UoNEHT.ac.uk,4,"5092 Stephanie Springs Suite 596
North Shannonmouth, MO 79274",,COMP4402,Expert Design,AP1Z1@UoNEHT.ac.uk,MW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,17.0,9.0,6.0,
Charles,Mckinney,89334337,CM19Y25@UoNEHT.ac.uk,2,,+1-959-452-1184x53315,FREN2405,Intermediate French Grammar,TM2Z1@UoNEHT.ac.uk,,,,7.0,17.0,4.0
Gregory,Melendez,64604434,GM2Y25@UoNEHT.ac.uk,3,"84356 Glenn Lakes Suite 583
Michaelview, NV 39499",,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,21.0,37.0,,
Heather,Harrison,130835528,HH2Y25@UoNEHT.ac.uk,1,"6978 Hale Station
New Markmouth, IN 18388",912.234.3614,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,56.0,15.0,,
Connie,Schmidt,103243647,CS10Y25@UoNEHT.ac.uk,2,"3153 Joseph Rest
Rayburgh, NM 74012",001-952-855-0734x060,COMP2406,Advanced Modelling,JG1Z1@UoNEHT.ac.uk,EL1Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,,32.0,46.0,
Rachel,Fritz,12278328,RF1Y25@UoNEHT.ac.uk,4,"030 Richard Parkways
Lawrenceport, TN 72018",749.854.8422,FREN4407,Expert Creative Writing,NY1Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,,,8.0,19.0,
Eric,Thomas,136542518,ET4Y25@UoNEHT.ac.uk,1,"PSC 6665, Box 6113
APO AA 90862",8458897397,COMP1407,Basic Programming,MH3Z1@UoNEHT.ac.uk,KS4Z1@UoNEHT.ac.uk,AK1Z1@UoNEHT.ac.uk,39.0,1.0,7.0,
Kim,Stewart,123327358,KS17Y25@UoNEHT.ac.uk,1,"54728 Tiffany Mountain
South Jessica, MH 48187",471-839-2616x3634,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,71.0,2.0,10.0,0.0
Mario,Martinez,130281849,MM27Y25@UoNEHT.ac.uk,1,"1878 Carly Wells Suite 903
Madelinefort, SD 91513",707.343.1536x573,GER1404,Introduction to Formal Speech,DS3Z1@UoNEHT.ac.uk,CT2Z1@UoNEHT.ac.uk,,43.0,2.0,1.0,
Michael,Miranda,29265518,MM6Y25@UoNEHT.ac.uk,4,"297 Smith Hills
Port Brian, TX 59177",5915402294,COMP4405,Theoretical Statistics,JJ1Z1@UoNEHT.ac.uk,RR2Z1@UoNEHT.ac.uk,,46.0,12.0,,
Luis,Austin,138958485,LA4Y25@UoNEHT.ac.uk,1,"USS Moore
FPO AE 50715",+1-551-945-3213,ELEC1404,Introduction to Ethics and Standards,SM1Z1@UoNEHT.ac.uk,,,10.0,20.0,,
Matthew,Oneal,95121859,MO6Y25@UoNEHT.ac.uk,2,"6915 Hooper Park
North David, DC 59575",,GER2402,Intermediate Formal Speech,JL1Z1@UoNEHT.ac.uk,DA1Z1@UoNEHT.ac.uk,EL2Z1@UoNEHT.ac.uk,,28.0,45.0,
Taylor,Robinson,75799641,TR6Y25@UoNEHT.ac.uk,2,"6172 Melissa Key Apt. 551
Jeffreymouth, MN 66496",,FINE2401,Advanced Charcoal,RS1Z1@UoNEHT.ac.uk,,,10.0,3.0,,
Shannon,Stanley,14041287,SS3Y25@UoNEHT.ac.uk,4,"Unit 4451 Box 0163
DPO AP 95568",444.891.8843x088,FREN4404,Mastering French Grammar,DS1Z1@UoNEHT.ac.uk,TB1Z1@UoNEHT.ac.uk,,43.0,2.0,,
Ann,Snow,53826461,AS4Y25@UoNEHT.ac.uk,3,"31987 Julie Ramp
North Kylestad, DC 76484",,FREN3403,Practical Formal Speech,BE1Z1@UoNEHT.ac.uk,,,17.0,,,
Robert,Jones,106143975,RJ7Y25@UoNEHT.ac.uk,2,"433 Aaron Club Apt. 978
Loriland, ND 69002",915-660-6185x8017,ELEC2404,Intermediate Programming,EH2Z1@UoNEHT.ac.uk,,,,10.0,4.0,13.0
Jacob,Harris,39552975,JH12Y25@UoNEHT.ac.uk,3,"0718 Caitlin Motorway Suite 064
Jerrychester, MS 46205",(567)924-2690x490,FINE3402,Mastering Portraits,RF1Z1@UoNEHT.ac.uk,DS2Z1@UoNEHT.ac.uk,,6.0,17.0,2.0,21.0
Marissa,Preston,73415539,MP11Y25@UoNEHT.ac.uk,3,,891-968-5528,ELEC3401,Advanced Modelling,JG1Z1@UoNEHT.ac.uk,,,65.0,4.0,3.0,
Scott,Perez,137919261,SP14Y25@UoNEHT.ac.uk,1,"USNV Martinez
FPO AE 59175",947.862.5956,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,18.0,1.0,4.0,
Jennifer,Warner,20263127,JW8Y25@UoNEHT.ac.uk,4,"43508 Zachary Mountains
South Maria, CA 58533",,ENG4404,Expert Poetics,TM1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,5.0,3.0,24.0
Joyce,Wilson,50698004,JW14Y25@UoNEHT.ac.uk,3,"268 Lawrence Walk Suite 700
Michellefort, TX 57293",+1-631-568-1908x0750,FREN3401,Advanced Wider Media,LG1Z1@UoNEHT.ac.uk,MM3Z1@UoNEHT.ac.uk,,83.0,,,
Kimberly,Smith,89102122,KS10Y25@UoNEHT.ac.uk,2,"PSC 0066, Box 2185
APO AE 59898",+1-202-612-2376x064,FREN2401,Advanced Wider Media,MS4Z1@UoNEHT.ac.uk,,,,20.0,18.0,
Tyler,Carpenter,39991632,TC4Y25@UoNEHT.ac.uk,3,"122 Natalie Knolls
Port Jennifermouth, ND 56517",332.774.4749x54944,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,27.0,2.0,25.0
Justin,Johnson,90881239,JJ12Y25@UoNEHT.ac.uk,2,"1232 Aaron Lock
Solismouth, AZ 72393",,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,4.0,9.0,12.0
Ashley,Marks,123187730,AM23Y25@UoNEHT.ac.uk,1,"4540 Barnett Pines Apt. 333
Camachoville, IN 28163",822.219.7912x61516,FREN1405,Foundational Poetics,JJ2Z1@UoNEHT.ac.uk,,,63.0,5.0,7.0,1.0
Caroline,Velasquez,56882119,CV2Y25@UoNEHT.ac.uk,3,"90472 Mark Ford Suite 986
Alexanderland, WV 60179",453.364.1303,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,3.0,10.0,3.0,
Joshua,Newman,2390019,JN1Y25@UoNEHT.ac.uk,4,"191 Torres Trace Apt. 316
Suareztown, MH 74570",(524)234-7121x520,FINE4405,Mastering Charcoal,LM2Z1@UoNEHT.ac.uk,JO1Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,30.0,,,
William,Lee,104090047,WL3Y25@UoNEHT.ac.uk,2,"45818 Paul Bridge
New Lisa, SC 91668",428-761-9982,COMP2402,Advanced Ethics and Standards,KB2Z1@UoNEHT.ac.uk,JR3Z1@UoNEHT.ac.uk,CM3Z1@UoNEHT.ac.uk,,50.0,39.0,
Amber,Martin,2341171,AM1Y25@UoNEHT.ac.uk,4,"16047 Nathan Centers Suite 652
Reedtown, CA 92934",3636551195,FINE4402,Expert Sketching,RS1Z1@UoNEHT.ac.uk,LM1Z1@UoNEHT.ac.uk,PM1Z1@UoNEHT.ac.uk,9.0,,,
Albert,Smith,66638744,AS6Y25@UoNEHT.ac.uk,3,"6463 Kathy Village
Lake Nicoleview, OR 80971",(580)898-4932,COMP3402,Field Programming,LK1Z1@UoNEHT.ac.uk,,,0.0,10.0,19.0,7.0
Tyler,Johnson,116859747,TJ6Y25@UoNEHT.ac.uk,1,"7267 Martin Vista
Port Williamport, UT 84616",+1-743-825-9197x01091,ANIM1403,Beginner's Modelling,CM2Z1@UoNEHT.ac.uk,BP2Z1@UoNEHT.ac.uk,TW2Z1@UoNEHT.ac.uk,42.0,4.0,,
Mary,Collins,83132614,MC11Y25@UoNEHT.ac.uk,2,"12999 Ann Via Apt. 825
Mcdowellburgh, HI 95742",924.235.8987,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,48.0,0.0,,
Michael,Smith,102339572,MS18Y25@UoNEHT.ac.uk,2,"55845 Christopher Isle Apt. 508
North Robertborough, MP 45494",+1-228-314-3139,COMP2407,Prototypical Programming,GB1Z1@UoNEHT.ac.uk,,,54.0,4.0,,
